abr_ware_code,ware_label_nl,ware_uri,en_aliases,needs_review
,rood- of witbakkend aardewerk uit het Iberisch Schiereiland,https://data.cultureelerfgoed.nl/term/id/abr/8151b73d-9a8f-440b-a58f-73a866556184,,
,roodbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/905d085c-d182-4ebf-b1d1-9be0525d5231,,
,roodbakkend Nederrijns aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/a1d70518-21aa-409d-906f-dcee5da1e126,,
,roodbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/f3b129bd-6a5d-4dd8-ac15-4a2e13260809,,
,roodbakkend aardewerk West-Brabant,https://data.cultureelerfgoed.nl/term/id/abr/c1b661fc-bc0c-48bc-8a88-e636b6788797,,
,roodbakkend aardewerk uit Azië,https://data.cultureelerfgoed.nl/term/id/abr/76a5ac62-4cd1-461d-b1b1-d5bc833ee091,,
,roodbakkend aardewerk uit Frankrijk,https://data.cultureelerfgoed.nl/term/id/abr/aeb21645-d404-4e18-b741-036cfe4c883b,,
,roodbakkend aardewerk uit Italië,https://data.cultureelerfgoed.nl/term/id/abr/61b55122-0291-4ecb-bb49-af39bcea5c13,,
,roodbakkend geglazuurd aardewerk - gemarmerd,https://data.cultureelerfgoed.nl/term/id/abr/2e60e796-9ed6-426f-8b4b-2be24273780e,,
,roodgeverfd aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4acaa10c-8a97-4905-8a41-1873da66fa89,,
,ruwwandig Romeins aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/4064c82b-9a1b-4dc9-8d47-58224504cbd3,,
,"ruwwandig aardewerk, Eifel (Mayen, Speicher)",https://data.cultureelerfgoed.nl/term/id/abr/ef22e0a1-afcd-4dbf-9fc9-0324113b63e7,,
,"ruwwandig aardewerk, Heerlen",https://data.cultureelerfgoed.nl/term/id/abr/7dc405ba-ecb7-4ada-b157-597484f44b6a,,
,"ruwwandig aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/90aee46b-5bff-4aa1-9401-84da393e1362,,
,"ruwwandig aardewerk, Low Lands ware 1, reducerend",https://data.cultureelerfgoed.nl/term/id/abr/27b0dcbe-d77f-4c6d-b379-96d7013e9f6f,,
,"ruwwandig aardewerk, Maasland/Haspengouw",https://data.cultureelerfgoed.nl/term/id/abr/d7214dc4-617c-4da3-b222-133e322021f7,,
,"ruwwandig aardewerk, NOOR1",https://data.cultureelerfgoed.nl/term/id/abr/8dc04710-fc18-4245-81db-38a18269fcb1,,
,"ruwwandig aardewerk, Nijmeegs-Holdeurn/castra LXG",https://data.cultureelerfgoed.nl/term/id/abr/7362fecf-2f97-4c8b-8486-dc1c6c1b7255,,
,"ruwwandig aardewerk, Nijmegen (Ulpia Noviomagus)",https://data.cultureelerfgoed.nl/term/id/abr/37209889-6f4e-48f2-81d2-bf9c2f77f280,,
,"ruwwandig aardewerk, Noord-Menapisch",https://data.cultureelerfgoed.nl/term/id/abr/4f53533b-ef77-4a50-8b2a-433be613823a,,
,"ruwwandig aardewerk, Rhineland granular grey ware",https://data.cultureelerfgoed.nl/term/id/abr/7a8f3632-9120-4fc7-aad4-d8f892c4c2e0,,
,"ruwwandig aardewerk, Rijnland",https://data.cultureelerfgoed.nl/term/id/abr/e78459f7-ee4b-4a6b-a56f-b80a333e1b7c,,
,"ruwwandig aardewerk, Tienen",https://data.cultureelerfgoed.nl/term/id/abr/2608a0cd-9c65-4c55-a923-1010ff4ba091,,
,"ruwwandig aardewerk, Tongeren",https://data.cultureelerfgoed.nl/term/id/abr/e5ba61fd-b1e3-4b35-b632-124b0b51bba1,,
,"ruwwandig aardewerk, Urmitz-Weissenthurm",https://data.cultureelerfgoed.nl/term/id/abr/0bf576c8-69b7-44c0-8ace-30811e52bb19,,
,"ruwwandig aardewerk, regionaal grijs T2",https://data.cultureelerfgoed.nl/term/id/abr/938caaa2-87d2-45ec-b2d1-d5fdfbe81575,,
,ruwwandig middeleeuws aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/5cff1493-4a12-453d-9bb6-3997bdf5e14a,,
,steengoed Brunssum,https://data.cultureelerfgoed.nl/term/id/abr/76b964d9-002b-46da-9898-e0606e44ea87,,
,steengoed Frechen,https://data.cultureelerfgoed.nl/term/id/abr/c611d15b-8cab-45b3-a549-426a80e28846,,
,steengoed Keulen,https://data.cultureelerfgoed.nl/term/id/abr/1570b0dd-de99-43c9-946e-dbfd5dbbf6d5,,
,steengoed Langerwehe,https://data.cultureelerfgoed.nl/term/id/abr/7355d150-aad9-4b2b-98cd-6861568e8fb8,,
,steengoed Raeren,https://data.cultureelerfgoed.nl/term/id/abr/5fd26266-df1d-4dbf-b8f2-49a58523a032,,
,steengoed Rijnland,https://data.cultureelerfgoed.nl/term/id/abr/15ba55d1-1f66-49da-b061-c275a60d8a66,,
,steengoed Siegburg,https://data.cultureelerfgoed.nl/term/id/abr/2381f691-11e9-42f4-a81b-43390b727115,,
,steengoed Speicher,https://data.cultureelerfgoed.nl/term/id/abr/df2225e5-8a56-42a7-b9e5-09bebe65bc54,,
,steengoed Westerwald,https://data.cultureelerfgoed.nl/term/id/abr/68dc9ec5-68cb-43d1-9d5e-c6ac9e14c8e6,,
,steengoed Zuid-Limburg,https://data.cultureelerfgoed.nl/term/id/abr/b89c95a6-21c2-4b0a-a874-1901a2ea4c15,,
,steengoed met engobe en/of zoutglazuur,https://data.cultureelerfgoed.nl/term/id/abr/64c496cb-e84e-40ac-a840-464c1bce1beb,,
,steengoed met secundair lood- of tinglazuur,https://data.cultureelerfgoed.nl/term/id/abr/004f5603-faec-4772-acea-daa4aa24c03b,,
,steengoed zonder oppervlaktebehandeling,https://data.cultureelerfgoed.nl/term/id/abr/106f6b4f-aae0-4860-ac23-c8abbcbb8fa8,,
,terra nigra,https://data.cultureelerfgoed.nl/term/id/abr/563796c3-abea-4c6b-8a7e-20eb919ee4c7,,
,"terra nigra, Champagne",https://data.cultureelerfgoed.nl/term/id/abr/3f495bee-1fe7-4dc4-9882-e499c54ca8fc,,
,"terra nigra, Hellweg-gebied",https://data.cultureelerfgoed.nl/term/id/abr/81a798b6-83ac-410c-b22f-c61aa26667bb,,
,"terra nigra, derivaat",https://data.cultureelerfgoed.nl/term/id/abr/19cbbac1-8776-45a6-b7a3-ac3c8cf0bb36,,
,"terra nigra, kwartsrijk",https://data.cultureelerfgoed.nl/term/id/abr/6ed6ba83-296f-43a4-8c62-15cfb496430f,,
,"terra nigra, laat-Romeins",https://data.cultureelerfgoed.nl/term/id/abr/0931adf3-112a-4254-9f60-86b8b6ec2e29,,
,"terra nigra, zeepwaar",https://data.cultureelerfgoed.nl/term/id/abr/d3583e56-20c4-4ddb-972a-fb9c9512f491,,
,terra rubra,https://data.cultureelerfgoed.nl/term/id/abr/c5b63170-c6e1-420c-bcae-3104d73bd0ec,,
,"terra rubra, Champagne",https://data.cultureelerfgoed.nl/term/id/abr/7902a9f9-158e-4fdb-bcf6-95393fb58246,,
,"terra rubra, gebronsd",https://data.cultureelerfgoed.nl/term/id/abr/0976bdeb-4faf-4a1a-808d-7e29a983f9d2,,
,"terra rubra, met engobe",https://data.cultureelerfgoed.nl/term/id/abr/97decb79-2263-43bb-bc50-cbd717823768,,
,"terra rubra, zeepwaar",https://data.cultureelerfgoed.nl/term/id/abr/9af1b250-fcba-4682-bfb7-971fd4b8f825,,
,terra sigillata,https://data.cultureelerfgoed.nl/term/id/abr/f80b0ae5-1f7a-438b-8d16-46957c435509,,
,"terra sigillata, Argonnen",https://data.cultureelerfgoed.nl/term/id/abr/a755a1b0-7930-46ec-9a35-a4b6db30337d,,
,"terra sigillata, Arretijnse/Italische sigillata",https://data.cultureelerfgoed.nl/term/id/abr/b5e0504e-5075-4b08-8b54-c8bfbb1a931d,,
,"terra sigillata, Midden/Oost-Gallisch",https://data.cultureelerfgoed.nl/term/id/abr/c7a42a3d-b21c-4e52-8578-90fefdf8a4e3,,
,"terra sigillata, Zuid-Gallisch",https://data.cultureelerfgoed.nl/term/id/abr/5bd2eeb0-84a3-4037-b857-27de425197aa,,
,"terra sigillata, pseudo/imitatie",https://data.cultureelerfgoed.nl/term/id/abr/5ee93126-7bd0-455e-8a51-62a924a76247,,
,terracotta,https://data.cultureelerfgoed.nl/term/id/abr/f49524cd-5be3-4a97-b63c-ef63a3e38620,,
,tinglazuuraardewerk,https://data.cultureelerfgoed.nl/term/id/abr/dbe56406-6620-4b50-b4fd-31a2fa9ba1d2,,
,witbakkend Maaslands aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/eeecb436-c8c7-445c-a89b-4e66ee74fe8e,,
,witbakkend aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/95a403bb-f613-4c00-a53a-1b66f5b1a24c,,
,witbakkend aardewerk uit Duitsland,https://data.cultureelerfgoed.nl/term/id/abr/a108214c-ae59-4d89-ade9-a87cf6ec476f,,
,witbakkend aardewerk uit Frankrijk,https://data.cultureelerfgoed.nl/term/id/abr/f9a83252-d22a-49c6-ba4b-9110813cb240,,
,wrijfschaal aardewerk,https://data.cultureelerfgoed.nl/term/id/abr/592b8b0a-dbc0-4684-be44-6a847ed0f3e0,,
,"wrijfschaal aardewerk, Bavay",https://data.cultureelerfgoed.nl/term/id/abr/b2c10d26-4687-462f-b2a5-827291d3df80,,
,"wrijfschaal aardewerk, Low Lands ware 1, oxiderend",https://data.cultureelerfgoed.nl/term/id/abr/6505b154-c88a-4e98-8a75-f099190f714e,,
,"wrijfschaal aardewerk, Low Lands ware 1, reducerend",https://data.cultureelerfgoed.nl/term/id/abr/f7cb58ea-a8fc-40ab-94a8-abe63fd54750,,
,"wrijfschaal aardewerk, Maasland/Haspengouw",https://data.cultureelerfgoed.nl/term/id/abr/e1ca9b7e-29b3-4919-a3cd-b3c7042187a7,,
,"wrijfschaal aardewerk, Nijmeegs-Holdeurn/castra LXG",https://data.cultureelerfgoed.nl/term/id/abr/8bd4f105-b938-45e4-aec8-391fa4601a18,,
,"wrijfschaal aardewerk, Rijnland",https://data.cultureelerfgoed.nl/term/id/abr/d203be19-da69-4941-b74e-96102708c0ef,,
,"wrijfschaal aardewerk, Soller",https://data.cultureelerfgoed.nl/term/id/abr/bba652f5-e137-4861-b304-51da5bc8a5f9,,
,"wrijfschaal aardewerk, Tienen",https://data.cultureelerfgoed.nl/term/id/abr/411ece44-f052-4375-bb6b-067c822a5700,,
